age,gender,weight_kg,height_m,max_bpm,avg_bpm,resting_bpm,session_duration_hours,calories_burned,workout_type,fat_percentage,water_intake_liters,workout_frequency_days_week,experience_level,bmi,bpm_response_ratio,intensity_band,calorie_burn_rate_kcal_per_hour,calories_burned_zscore,calorie_outlier_3sigma,calories_burned_clean
44,Male,65.2,1.8,192,139,68,0.73,502.0,HIIT,27.2,2.7,2,1,20.12,0.7239583333333334,Mid,687.6712328767123,-1.479680755090863,False,502.0
59,Male,53.9,1.75,168,135,69,1.48,989.0,Strength,21.6,2.8,4,2,17.6,0.8035714285714286,Mid,668.2432432432432,0.30654757263073934,False,989.0
45,Male,84.9,1.86,186,136,66,1.64,1104.0,HIIT,14.2,3.5,5,3,24.54,0.7311827956989247,Mid,673.1707317073171,0.728346869731323,False,1104.0
33,Female,78.0,1.68,183,135,55,1.29,871.0,HIIT,32.3,1.8,3,2,27.64,0.7377049180327869,Mid,675.1937984496124,-0.12625518439420744,False,871.0
32,Male,108.2,1.8,172,138,53,1.27,964.0,HIIT,28.4,3.5,3,1,33.4,0.8023255813953488,Mid,759.0551181102362,0.21485207326104722,False,964.0
20,Female,65.4,1.52,185,127,50,1.03,654.0,Yoga,28.0,2.2,4,2,28.31,0.6864864864864865,Low,634.9514563106796,-0.9221721189231349,False,654.0
54,Female,50.2,1.61,188,157,67,1.48,1046.0,HIIT,28.2,2.7,2,1,19.37,0.8351063829787234,Mid,706.7567567567568,0.5156133111936373,False,1046.0
24,Female,58.9,1.51,187,157,68,1.04,816.0,Cardio,31.7,2.5,2,1,25.83,0.839572192513369,Mid,784.6153846153846,-0.32798528300753005,False,816.0
38,Male,81.4,1.71,187,148,58,1.52,1237.0,HIIT,10.2,3.5,5,3,27.84,0.7914438502673797,Mid,813.8157894736842,1.216166926378085,False,1237.0
26,Male,127.6,1.73,167,160,62,1.32,1162.0,Strength,27.3,2.9,3,1,42.63,0.9580838323353293,High,880.3030303030303,0.9410804282690087,False,1162.0
56,Female,59.3,1.56,182,155,57,1.26,879.0,Cardio,33.4,2.6,4,2,24.37,0.8516483516483516,High,697.6190476190476,-0.09691262459590595,False,879.0
35,Male,96.9,1.71,188,145,72,1.34,1069.0,Strength,24.2,2.9,3,2,33.14,0.7712765957446809,Mid,797.7611940298507,0.5999731706137541,False,1069.0
21,Male,62.6,1.81,164,150,62,1.3,1072.0,Strength,27.6,3.5,4,2,19.11,0.9146341463414634,High,824.6153846153846,0.6109766305381171,False,1072.0
42,Male,45.5,1.6,166,163,64,1.31,1057.0,Strength,21.7,2.6,3,2,17.77,0.9819277108433735,High,806.8702290076336,0.5559593309163019,False,1057.0
31,Female,48.8,1.51,195,131,60,1.48,969.0,Cardio,28.2,2.0,2,1,21.4,0.6717948717948717,Low,654.7297297297297,0.23319117313498564,False,969.0
26,Female,44.3,1.6,186,136,61,1.08,734.0,Cardio,34.7,2.0,3,1,17.3,0.7311827956989247,Mid,679.6296296296296,-0.6287465209401202,False,734.0
43,Male,113.2,1.83,161,134,63,1.45,962.0,Yoga,29.9,2.9,4,2,33.8,0.8322981366459627,Mid,663.448275862069,0.20751643331147185,False,962.0
19,Female,60.5,1.59,184,128,53,1.14,730.0,Cardio,30.1,2.2,2,1,23.93,0.6956521739130435,Low,640.3508771929825,-0.6434178008392709,False,730.0
37,Male,124.2,1.76,168,158,50,1.5,1304.0,HIIT,29.3,2.8,2,1,40.1,0.9404761904761905,High,869.3333333333334,1.46191086468886,False,1304.0
45,Male,52.4,1.85,186,161,73,1.2,956.0,Strength,25.2,2.5,3,1,15.31,0.8655913978494624,High,796.6666666666667,0.18550951346274575,False,956.0
24,Male,54.7,1.74,160,167,53,0.84,772.0,Yoga,22.9,3.6,3,1,18.07,1.04375,High,919.047619047619,-0.4893693618981882,False,772.0
25,Male,88.1,1.95,182,131,68,1.41,1016.0,Cardio,22.7,3.0,2,1,23.17,0.7197802197802198,Mid,720.5673758865248,0.40557871195000683,False,1016.0
52,Female,59.7,1.71,169,151,58,1.23,836.0,Strength,34.3,2.0,3,1,20.42,0.893491124260355,High,679.6747967479674,-0.25462888351177637,False,836.0
31,Female,79.7,1.54,184,144,59,1.03,742.0,Cardio,26.7,2.3,4,2,33.61,0.782608695652174,Mid,720.3883495145631,-0.5994039611418187,False,742.0
34,Female,51.0,1.62,162,158,53,1.42,1122.0,Yoga,30.8,2.4,3,2,19.43,0.9753086419753086,High,790.1408450704225,0.7943676292775014,False,1122.0
53,Male,84.2,1.76,165,137,69,1.67,1133.0,Cardio,12.8,3.5,5,3,27.18,0.8303030303030303,Mid,678.4431137724551,0.8347136490001659,False,1133.0
57,Male,122.1,1.89,165,134,58,1.13,750.0,Cardio,27.4,3.6,3,1,34.18,0.8121212121212121,Mid,663.7168141592921,-0.5700614013435172,False,750.0
21,Male,96.7,1.72,161,151,62,1.26,1046.0,Strength,25.0,2.8,3,1,32.69,0.937888198757764,High,830.1587301587301,0.5156133111936373,False,1046.0
19,Female,73.0,1.79,177,125,61,0.81,506.0,HIIT,27.7,1.6,3,1,22.78,0.7062146892655368,Mid,624.6913580246913,-1.4650094751917122,False,506.0
23,Male,114.8,1.6,182,163,60,1.47,1318.0,Cardio,21.7,2.7,4,2,44.84,0.8956043956043956,High,896.5986394557823,1.5132603443358874,False,1318.0
59,Female,65.5,1.52,161,162,61,1.4,1021.0,Yoga,31.2,2.1,3,2,28.35,1.0062111801242235,High,729.2857142857143,0.4239178118239452,False,1021.0
21,Female,50.3,1.52,171,154,67,1.08,832.0,Cardio,32.2,2.6,3,1,21.77,0.9005847953216374,High,770.3703703703703,-0.2693001634109271,False,832.0
46,Female,61.0,1.71,181,153,61,1.67,1150.0,Cardio,17.8,2.7,4,3,20.86,0.8453038674033149,Mid,688.622754491018,0.8970665885715565,False,1150.0
35,Female,44.6,1.62,196,157,65,0.56,440.0,HIIT,32.4,2.0,2,1,16.99,0.8010204081632653,Mid,785.7142857142857,-1.7070855935276994,False,440.0
43,Female,58.2,1.61,179,124,54,1.04,580.0,Strength,26.4,2.6,3,2,22.45,0.6927374301675978,Low,557.6923076923076,-1.1935907970574235,False,580.0
51,Female,44.8,1.63,198,137,69,1.08,666.0,Yoga,33.8,2.1,4,2,16.86,0.6919191919191919,Low,616.6666666666666,-0.8781582792256827,False,666.0
27,Male,87.5,1.63,183,135,74,1.75,1299.0,Strength,12.9,3.5,5,3,32.93,0.7377049180327869,Mid,742.2857142857143,1.4435717648149216,False,1299.0
53,Male,51.8,1.74,179,127,61,1.23,773.0,Strength,21.3,3.7,3,2,17.11,0.7094972067039106,Mid,628.4552845528456,-0.4857015419234005,False,773.0
31,Female,64.4,1.7,160,144,70,1.97,1418.0,Strength,17.3,2.7,5,3,22.28,0.9,High,719.7969543147208,1.880042341814656,False,1418.0
48,Female,67.1,1.61,160,151,74,0.62,421.0,Cardio,33.4,1.5,2,1,25.89,0.94375,High,679.0322580645161,-1.7767741730486655,False,421.0
32,Male,85.9,1.6,176,145,60,1.99,1587.0,HIIT,14.5,3.5,5,3,33.55,0.8238636363636364,Mid,797.4874371859297,2.4999039175537745,False,1587.0
25,Female,65.4,1.77,160,141,58,0.89,627.0,Cardio,27.6,2.6,3,1,20.88,0.88125,High,704.4943820224719,-1.0212032582424024,False,627.0
31,Female,61.1,1.76,189,150,67,1.81,1358.0,Yoga,18.6,2.7,4,3,19.72,0.7936507936507936,Mid,750.2762430939226,1.6599731433273948,False,1358.0
40,Male,106.5,1.65,162,162,74,1.32,1176.0,HIIT,21.0,3.6,4,2,39.12,1.0,High,890.9090909090909,0.9924299079160362,False,1176.0
57,Female,64.0,1.52,170,129,52,1.73,1004.0,Strength,15.2,2.7,5,3,27.7,0.7588235294117647,Mid,580.3468208092486,0.36156487225255457,False,1004.0
38,Female,61.4,1.54,183,131,69,1.47,963.0,HIIT,30.6,2.7,3,2,25.89,0.7158469945355191,Mid,655.1020408163265,0.21118425328625953,False,963.0
33,Female,40.5,1.63,181,147,66,1.07,786.0,Yoga,31.9,1.5,4,2,15.24,0.8121546961325967,Mid,734.5794392523364,-0.4380198822511606,False,786.0
35,Male,70.1,1.79,185,125,63,1.08,743.0,Cardio,28.0,2.3,3,2,21.88,0.6756756756756757,Low,687.9629629629629,-0.595736141167031,False,743.0
41,Male,94.1,1.62,172,139,50,1.13,777.0,Cardio,23.4,3.1,4,2,35.86,0.8081395348837209,Mid,687.6106194690266,-0.47103026202424975,False,777.0
43,Male,55.5,1.82,160,124,66,1.08,663.0,Strength,20.1,2.0,3,1,16.76,0.775,Mid,613.8888888888888,-0.8891617391500458,False,663.0
42,Female,53.7,1.72,183,142,74,1.37,875.0,Cardio,29.8,1.6,3,1,18.15,0.7759562841530054,Mid,638.6861313868612,-0.11158390449505669,False,875.0
58,Female,66.1,1.75,169,128,57,0.63,363.0,Cardio,25.2,1.8,2,1,21.58,0.757396449704142,Mid,576.1904761904761,-1.989507731586351,False,363.0
46,Male,103.9,1.77,194,148,54,1.18,864.0,Yoga,20.9,2.9,2,1,33.16,0.7628865979381443,Mid,732.2033898305085,-0.15192992421772122,False,864.0
32,Female,61.7,1.58,183,135,54,1.87,1262.0,HIIT,16.6,2.7,5,3,24.72,0.7377049180327869,Mid,674.8663101604278,1.3078624257477771,False,1262.0
18,Female,52.3,1.74,187,165,58,1.2,990.0,Cardio,29.4,2.2,2,1,17.27,0.8823529411764706,High,825.0,0.310215392605527,False,990.0
42,Female,59.5,1.74,195,141,52,1.78,1129.0,Yoga,16.4,2.7,5,3,19.65,0.7230769230769231,Mid,634.2696629213483,0.8200423691010151,False,1129.0
24,Female,72.9,1.76,175,127,68,0.86,546.0,Yoga,30.8,1.5,3,1,23.53,0.7257142857142858,Mid,634.8837209302326,-1.3182966762002049,False,546.0
26,Female,76.7,1.63,199,139,72,1.08,751.0,Strength,25.6,1.7,2,1,28.87,0.6984924623115578,Low,695.3703703703703,-0.5663935813687295,False,751.0
41,Male,72.1,1.83,175,133,58,1.13,744.0,Yoga,21.4,2.8,3,2,21.53,0.76,Mid,658.4070796460178,-0.5920683211922433,False,744.0
18,Female,54.8,1.68,176,158,71,1.27,1003.0,Strength,32.0,2.2,4,2,19.42,0.8977272727272727,High,789.763779527559,0.3578970522777669,False,1003.0
25,Male,105.0,1.88,174,156,67,1.34,1150.0,Cardio,21.4,2.3,3,2,29.71,0.896551724137931,High,858.2089552238806,0.8970665885715565,False,1150.0
41,Female,55.0,1.55,175,169,65,1.45,1103.0,Strength,31.4,2.0,4,2,22.89,0.9657142857142857,High,760.6896551724138,0.7246790497565353,False,1103.0
28,Male,81.6,1.66,174,153,50,1.09,917.0,Yoga,20.5,3.5,4,2,29.61,0.8793103448275862,High,841.2844036697247,0.042464534446026055,False,917.0
34,Female,75.6,1.6,193,130,51,0.64,416.0,HIIT,29.1,2.7,2,1,29.53,0.6735751295336787,Low,650.0,-1.7951132729226038,False,416.0
25,Male,81.5,1.61,170,159,63,1.93,1688.0,HIIT,10.9,3.5,4,3,31.44,0.9352941176470588,High,874.6113989637306,2.8703537350073307,False,1688.0
52,Female,61.5,1.69,160,152,63,1.8,1231.0,Cardio,15.5,2.7,4,3,21.53,0.95,High,683.8888888888889,1.194160006529359,False,1231.0
52,Male,74.0,1.63,174,150,50,1.26,936.0,Cardio,25.7,3.7,3,2,27.85,0.8620689655172413,High,742.8571428571429,0.11215311396699205,False,936.0
50,Female,56.4,1.59,185,163,74,1.26,924.0,HIIT,34.3,2.6,3,1,22.31,0.8810810810810811,High,733.3333333333334,0.06813927426953985,False,924.0
22,Male,102.6,1.84,163,153,65,1.25,1052.0,Strength,20.5,2.7,3,2,30.3,0.9386503067484663,High,841.6,0.5376202310423635,False,1052.0
59,Female,54.6,1.57,164,169,64,0.58,441.0,Cardio,29.2,2.3,3,1,22.15,1.0304878048780488,High,760.344827586207,-1.7034177735529117,False,441.0
56,Male,129.0,1.78,194,126,64,1.29,805.0,Yoga,27.1,2.7,2,1,40.71,0.6494845360824743,Low,624.031007751938,-0.3683313027301946,False,805.0
58,Male,103.5,1.66,172,168,61,1.33,1106.0,Cardio,24.6,3.1,3,1,37.56,0.9767441860465116,High,831.578947368421,0.7356825096808984,False,1106.0
45,Female,59.4,1.51,169,142,65,1.15,735.0,Strength,33.1,1.9,4,2,26.05,0.8402366863905325,Mid,639.1304347826087,-0.6250787009653325,False,735.0
24,Female,60.1,1.79,170,165,63,1.97,1625.0,Cardio,15.9,2.7,4,3,18.76,0.9705882352941176,High,824.8730964467005,2.6392810765957067,False,1625.0
26,Male,77.7,1.62,177,126,73,1.16,804.0,Yoga,29.6,3.0,3,2,29.61,0.711864406779661,Mid,693.1034482758621,-0.37199912270498225,False,804.0
25,Female,41.2,1.62,193,144,64,1.49,1073.0,Yoga,28.9,2.1,4,2,15.7,0.7461139896373057,Mid,720.1342281879195,0.6146444505129048,False,1073.0
29,Male,58.6,1.61,198,122,72,1.2,805.0,Yoga,23.4,2.0,3,2,22.61,0.6161616161616161,Low,670.8333333333334,-0.3683313027301946,False,805.0
51,Male,109.3,1.78,182,157,64,0.54,420.0,Strength,28.7,3.3,3,1,34.5,0.8626373626373627,High,777.7777777777777,-1.780441993023453,False,420.0
50,Male,69.6,1.96,166,139,68,0.97,667.0,Strength,25.6,2.0,3,1,18.12,0.8373493975903614,Mid,687.6288659793814,-0.8744904592508951,False,667.0
40,Female,56.2,1.79,198,153,57,1.79,1369.0,Yoga,17.6,2.7,5,3,17.54,0.7727272727272727,Mid,764.804469273743,1.7003191630500594,False,1369.0
41,Male,71.7,1.96,162,168,51,0.51,424.0,Yoga,27.3,2.5,2,1,18.66,1.037037037037037,High,831.3725490196078,-1.7657707131243023,False,424.0
54,Male,86.0,1.93,171,163,51,1.74,1404.0,Strength,12.9,3.5,5,3,23.09,0.9532163742690059,High,806.8965517241379,1.8286928621676284,False,1404.0
52,Female,79.4,1.59,166,163,59,1.39,1020.0,Strength,26.6,1.5,3,2,31.41,0.9819277108433735,High,733.8129496402878,0.42024999184915757,False,1020.0
57,Female,78.4,1.62,185,149,52,1.01,677.0,Strength,31.7,2.0,4,2,29.87,0.8054054054054054,Mid,670.2970297029702,-0.8378122595030182,False,677.0
39,Female,55.4,1.6,192,136,72,1.44,979.0,HIIT,26.3,1.6,3,2,21.64,0.7083333333333334,Mid,679.8611111111111,0.2698693728828625,False,979.0
44,Female,61.7,1.55,196,129,66,1.41,819.0,Strength,33.1,2.6,4,2,25.68,0.6581632653061225,Low,580.8510638297872,-0.316981823083167,False,819.0
52,Male,85.5,1.82,174,154,57,1.78,1357.0,Yoga,14.9,3.5,4,3,25.81,0.8850574712643678,High,762.3595505617977,1.6563053233526073,False,1357.0
18,Male,87.6,1.93,161,139,72,1.72,1315.0,HIIT,11.9,3.5,4,3,23.52,0.8633540372670807,High,764.5348837209302,1.5022568844115245,False,1315.0
52,Male,82.4,1.72,166,137,53,1.01,685.0,Strength,24.4,2.7,4,2,27.85,0.8253012048192772,Mid,678.2178217821782,-0.8084696997047167,False,685.0
54,Male,67.0,1.68,191,164,63,0.55,446.0,Yoga,20.5,2.8,3,1,23.74,0.8586387434554974,High,810.9090909090909,-1.6850786736789733,False,446.0
31,Female,42.3,1.6,163,163,70,1.09,888.0,Cardio,25.1,1.9,3,2,16.52,1.0,High,814.6788990825687,-0.0639022448228168,False,888.0
20,Male,82.7,1.99,179,146,59,1.69,1357.0,HIIT,14.6,3.5,5,3,20.88,0.8156424581005587,Mid,802.9585798816569,1.6563053233526073,False,1357.0
18,Male,92.4,1.74,195,168,50,1.41,1303.0,Yoga,21.3,3.1,2,1,30.52,0.8615384615384616,High,924.113475177305,1.4582430447140722,False,1303.0
22,Female,63.2,1.54,191,155,53,1.02,790.0,Cardio,29.5,2.4,4,2,26.65,0.8115183246073299,Mid,774.5098039215686,-0.4233486023520099,False,790.0
43,Male,82.7,1.85,187,142,50,1.22,858.0,Yoga,28.2,3.1,4,2,24.16,0.7593582887700535,Mid,703.2786885245902,-0.17393684406644733,False,858.0
31,Male,86.6,1.76,172,151,66,1.29,1071.0,Strength,28.9,3.3,3,2,27.96,0.877906976744186,High,830.2325581395348,0.6073088105633294,False,1071.0
56,Male,129.5,1.95,160,129,66,1.0,639.0,Strength,25.2,3.5,2,1,34.06,0.80625,Mid,639.0,-0.9771894185449502,False,639.0
44,Male,98.0,1.83,194,130,56,1.28,824.0,Cardio,25.7,3.5,4,2,29.26,0.6701030927835051,Low,643.75,-0.2986427232092286,False,824.0
26,Male,86.2,1.68,189,157,72,1.97,1701.0,Strength,13.3,3.5,5,3,30.54,0.8306878306878307,Mid,863.4517766497462,2.9180353946795705,False,1701.0
32,Male,78.6,1.62,195,125,69,1.28,880.0,Yoga,29.6,3.1,3,1,29.95,0.6410256410256411,Low,687.5,-0.09324480462111827,False,880.0
32,Female,59.0,1.66,184,160,64,0.51,408.0,Cardio,31.0,1.8,2,1,21.41,0.8695652173913043,High,800.0,-1.8244558327209053,False,408.0
43,Female,57.3,1.79,175,166,62,1.98,1479.0,Yoga,17.8,2.7,4,3,17.88,0.9485714285714286,High,746.969696969697,2.1037793602767048,False,1479.0
59,Male,122.3,1.89,178,153,51,0.66,500.0,Yoga,20.1,3.1,3,1,34.24,0.8595505617977528,High,757.5757575757575,-1.4870163950404383,False,500.0
30,Male,85.3,1.95,160,155,68,1.61,1373.0,Yoga,10.4,3.5,5,3,22.43,0.96875,High,852.7950310559006,1.7149904429492102,False,1373.0
49,Female,45.2,1.74,164,156,73,1.24,870.0,Strength,30.8,2.1,3,2,14.93,0.9512195121951219,High,701.6129032258065,-0.12992300436899512,False,870.0
56,Male,55.6,1.92,181,136,62,0.68,458.0,Strength,29.4,3.2,3,1,15.08,0.7513812154696132,Mid,673.5294117647059,-1.641064833981521,False,458.0
49,Male,82.8,1.95,183,159,73,1.91,1503.0,Yoga,14.3,3.5,5,3,21.78,0.8688524590163934,High,786.910994764398,2.191807039671609,False,1503.0
21,Male,125.2,1.66,196,159,60,1.38,1207.0,HIIT,29.8,3.4,3,2,45.43,0.8112244897959183,Mid,874.6376811594204,1.1061323271344545,False,1207.0
47,Female,58.5,1.79,195,131,71,1.42,837.0,Yoga,30.3,2.4,4,2,18.26,0.6717948717948717,Low,589.4366197183099,-0.2509610635369887,False,837.0
54,Male,86.1,1.95,195,140,64,1.17,811.0,Yoga,27.9,3.4,2,1,22.64,0.717948717948718,Mid,693.1623931623932,-0.3463243828814685,False,811.0
40,Female,63.5,1.61,163,159,59,1.31,1041.0,Cardio,33.4,1.6,3,2,24.5,0.9754601226993865,High,794.6564885496183,0.4972742113196989,False,1041.0
56,Male,69.3,1.68,195,138,58,0.66,451.0,Yoga,26.5,2.1,2,1,24.55,0.7076923076923077,Mid,683.3333333333333,-1.6667395738050348,False,451.0
32,Female,70.5,1.62,177,122,58,1.24,756.0,Strength,28.4,1.8,2,1,26.86,0.6892655367231638,Low,609.6774193548387,-0.5480544814947911,False,756.0
46,Female,60.1,1.65,175,137,69,1.69,1042.0,Cardio,17.3,2.7,4,3,22.08,0.7828571428571428,Mid,616.5680473372781,0.5009420312944866,False,1042.0
53,Male,94.1,1.95,177,138,50,0.89,608.0,HIIT,28.6,3.5,3,1,24.75,0.7796610169491526,Mid,683.1460674157303,-1.0908918377633685,False,608.0
30,Female,79.2,1.62,181,166,66,1.26,1046.0,Cardio,28.0,2.5,4,2,30.18,0.9171270718232044,High,830.1587301587301,0.5156133111936373,False,1046.0
49,Male,115.3,1.91,161,125,61,1.38,854.0,HIIT,29.2,3.2,2,1,31.61,0.7763975155279503,Mid,618.840579710145,-0.18860812396559806,False,854.0
24,Female,62.9,1.79,180,135,59,1.42,958.0,Cardio,27.3,2.3,4,2,19.63,0.75,Mid,674.6478873239437,0.1928451534123211,False,958.0
39,Male,62.0,1.64,195,127,54,0.97,678.0,Cardio,27.5,3.2,3,1,23.05,0.6512820512820513,Low,698.9690721649484,-0.8341444395282305,False,678.0
45,Male,88.5,1.78,198,167,67,1.53,1265.0,HIIT,13.2,3.5,4,3,27.93,0.8434343434343434,Mid,826.7973856209151,1.3188658856721402,False,1265.0
19,Female,73.9,1.77,198,137,64,1.28,877.0,Strength,32.5,2.6,3,2,23.59,0.6919191919191919,Low,685.15625,-0.10424826454548132,False,877.0
59,Male,50.3,1.95,188,167,55,1.07,885.0,Strength,24.4,3.4,3,1,13.23,0.8882978723404256,High,827.1028037383177,-0.07490570474717985,False,885.0
23,Male,83.1,1.8,185,162,56,0.7,624.0,Strength,29.3,3.1,3,1,25.65,0.8756756756756757,High,891.4285714285714,-1.0322067181667656,False,624.0
45,Female,65.1,1.78,180,158,66,1.46,1038.0,Cardio,31.3,2.3,3,1,20.55,0.8777777777777778,High,710.9589041095891,0.4862707513953359,False,1038.0
45,Male,46.6,1.79,176,168,55,1.46,1214.0,Yoga,22.9,2.4,3,2,14.54,0.9545454545454546,High,831.5068493150685,1.1318070669579683,False,1214.0
37,Male,103.5,1.89,175,168,57,0.54,499.0,Cardio,26.4,3.1,2,1,28.97,0.96,High,924.074074074074,-1.490684215015226,False,499.0
47,Female,61.9,1.54,190,131,61,1.95,1150.0,Yoga,16.4,2.7,4,3,26.1,0.6894736842105263,Low,589.7435897435897,0.8970665885715565,False,1150.0
28,Female,52.0,1.61,168,164,70,1.32,1082.0,Yoga,27.9,2.0,3,2,20.06,0.9761904761904762,High,819.6969696969696,0.647654830285994,False,1082.0
45,Male,113.4,1.71,190,129,63,0.83,530.0,Strength,24.0,2.3,2,1,38.78,0.6789473684210526,Low,638.5542168674699,-1.3769817957968078,False,530.0
42,Male,62.9,1.98,173,126,61,1.42,886.0,Yoga,28.5,3.4,4,2,16.04,0.7283236994219653,Mid,623.943661971831,-0.07123788477239217,False,886.0
56,Female,40.4,1.8,196,165,72,1.23,913.0,Cardio,30.0,2.1,4,2,12.47,0.8418367346938775,Mid,742.2764227642276,0.027793254546875316,False,913.0
50,Female,67.1,1.75,161,120,59,0.67,362.0,Cardio,31.8,2.7,3,1,21.91,0.7453416149068323,Mid,540.2985074626865,-1.9931755515611387,False,362.0
18,Male,70.0,1.61,173,168,71,1.3,1201.0,Strength,23.9,2.5,2,1,27.01,0.9710982658959537,High,923.8461538461538,1.0841254072857285,False,1201.0
44,Female,69.5,1.75,192,155,69,1.02,711.0,HIIT,27.6,2.1,3,1,22.69,0.8072916666666666,Mid,697.0588235294117,-0.7131063803602369,False,711.0
30,Male,107.9,1.66,194,140,64,1.08,832.0,Cardio,29.5,2.8,3,2,39.16,0.7216494845360825,Mid,770.3703703703703,-0.2693001634109271,False,832.0
58,Male,109.0,1.91,198,156,56,1.49,1151.0,Yoga,26.0,2.2,3,2,29.88,0.7878787878787878,Mid,772.48322147651,0.9007344085463442,False,1151.0
20,Male,101.0,1.91,179,143,58,1.36,1070.0,Cardio,29.3,2.7,3,2,27.69,0.7988826815642458,Mid,786.7647058823529,0.6036409905885418,False,1070.0
56,Male,88.5,1.85,161,144,59,1.57,1119.0,Cardio,11.0,3.5,4,3,25.86,0.8944099378881988,High,712.7388535031847,0.7833641693531382,False,1119.0
